Composition,Density,EquiTibrium conditions,Single/Muplitple_Phase,PhaseType,Reference,Tension0/Compression1,TestTempC,YieldStr(MPa),YieldStr(MPa)/density,Ductility (%),Hardness (HV),HIP,Anneal,CR,SPS,SPD,Grain Size (um),Strain Rate (s-1),Arc Melting,Melt Cooling Rate (degC/min),HIP Temp (degC),HIP Pressure (MPa),HIP Time (h),Anneal Temp (degC),Anneal Time (h),Anneal Cooling Rate (degC/min),Final CR DeformPercentage,SPS Temp (degC),SPS Pressure (MPa),SPS Hold Time (min),composition,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,Yang omega,Yang delta,Yang Ent,Yang Hmix,Yang Tm,Yang Hmax,Yang Tmax,Yang Phi,Yang delXi,Yang HPSigma,Yang HPSigma_min,Yang HPSigma_min05,Yang HPK,Yang VEC,Yang sigma_SS_Liaw,dr H,dr He,dr Li,dr Be,dr B,dr C,dr N,dr O,dr F,dr Ne,dr Na,dr Mg,dr Al,dr Si,dr P,dr S,dr Cl,dr Ar,dr K,dr Ca,dr Sc,dr Ti,dr V,dr Cr,dr Mn,dr Fe,dr Co,dr Ni,dr Cu,dr Zn,dr Ga,dr Ge,dr As,dr Se,dr Br,dr Kr,dr Rb,dr Sr,dr Y,dr Zr,dr Nb,dr Mo,dr Tc,dr Ru,dr Rh,dr Pd,dr Ag,dr Cd,dr In,dr Sn,dr Sb,dr Te,dr I,dr Xe,dr Cs,dr Ba,dr La,dr Ce,dr Pr,dr Nd,dr Pm,dr Sm,dr Eu,dr Gd,dr Tb,dr Dy,dr Ho,dr Er,dr Tm,dr Yb,dr Lu,dr Hf,dr Ta,dr W,dr Re,dr Os,dr Ir,dr Pt,dr Au,dr Hg,dr Tl,dr Pb,dr Bi,dr Po,dr At,dr Rn,dr Fr,dr Ra,dr Ac,dr Th,dr Pa,dr U,dr Np,dr Pu,dr Am,dr Cm,dr Bk,dr Cf,dr Es,dr Fm,dr Md,dr No,dr Lr,dG H,dG He,dG Li,dG Be,dG B,dG C,dG N,dG O,dG F,dG Ne,dG Na,dG Mg,dG Al,dG Si,dG P,dG S,dG Cl,dG Ar,dG K,dG Ca,dG Sc,dG Ti,dG V,dG Cr,dG Mn,dG Fe,dG Co,dG Ni,dG Cu,dG Zn,dG Ga,dG Ge,dG As,dG Se,dG Br,dG Kr,dG Rb,dG Sr,dG Y,dG Zr,dG Nb,dG Mo,dG Tc,dG Ru,dG Rh,dG Pd,dG Ag,dG Cd,dG In,dG Sn,dG Sb,dG Te,dG I,dG Xe,dG Cs,dG Ba,dG La,dG Ce,dG Pr,dG Nd,dG Pm,dG Sm,dG Eu,dG Gd,dG Tb,dG Dy,dG Ho,dG Er,dG Tm,dG Yb,dG Lu,dG Hf,dG Ta,dG W,dG Re,dG Os,dG Ir,dG Pt,dG Au,dG Hg,dG Tl,dG Pb,dG Bi,dG Po,dG At,dG Rn,dG Fr,dG Ra,dG Ac,dG Th,dG Pa,dG U,dG Np,dG Pu,dG Am,dG Cm,dG Bk,dG Cf,dG Es,dG Fm,dG Md,dG No,dG Lr
HfNbTaTiZr,9.9,SPD+A,M,BCC+HCP,34,0,25,1520,153.6,0.09,534.7,0,1,1,0,1,,0.001,1,,25,,0,500,1,10,0,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,SPD+A,M,2 BCC+HCP,34,0,25,795,80.4,3.81,347.7,0,1,1,0,1,,0.001,1,,25,,0,800,1,10,0,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,SPD,s,BCC,34,0,25,1900,192,6.19,419.4,0,0,1,0,1,0.05,0.001,1,,25,,0,25,0,10,0,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,CR+A,s,BCC,34,0,25,830,83.9,7.92,309,0,1,1,0,0,100,0.001,1,,25,,0,1100,5,10,0,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,CR+A,M,2 BCC,35,0,25,1303,131.7,0.23,375,1,1,1,0,0,,0.001,1,,1200,207,2,800,2,15,86.4,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,CR,s,BCC,35,0,25,1202,121.5,1.89,366,1,0,1,0,0,,0.001,1,,1200,207,2,25,0,10,86.4,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,CR+A,s,BCC,35,0,25,1145,115.7,9.1,351,1,1,1,0,0,22,0.001,1,,1200,207,2,1000,2,15,86.4,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,CR+A,s,BCC,36,0,25,958,96.8,10.68,,0,1,1,0,0,38,0.001,1,,25,,0,1200,0.167,10,70,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,CR+A,s,BCC,36,0,25,944,95.4,8.74,,0,1,1,0,0,81,0.001,1,,25,,0,1250,0.5,10,70,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,CR+A,s,BCC,36,0,25,940,95,6.69,,0,1,1,0,0,128,0.001,1,,25,,0,1300,1,10,70,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,CR+A,s,BCC,37,0,25,940,95,15.47,,0,1,1,0,0,30,0.0001,1,,25,,0,1050,6,10,86,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,HIP+A,s,BCC,38,1,25,929,93.9,35.61,390.1,1,1,0,0,0,150,0.001,1,,1200,207,3,25,0,10,0,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,AC,s,BCC,39,1,25,905,91.5,,,0,0,0,0,0,80,0.00015,1,,25,,0,25,0,10,0,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfNbTaTiZr,9.9,AC,s,BCC,40,1,25,890,90,,375.7,0,0,0,0,0,200,0.001,1,,25,,0,25,0,10,0,,,,Hf1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41173785,0.049710272,0.013380867,2.72,2523,0.16,3290,3.219960136,0.081330099,158,80,128.75,384,10,1664.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073913473,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059783468,0.052344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026782447,-0.093566726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287817036,-0.310944994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
